id,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Meal course",Categories,Difficulty,Ingredients,"Ingredient Units","Nutritional elements","Nutritional Units",Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date","Одиниці виміру","Приставка до ціни Від",Ціна,"Статус товару","Варіанти оплати",Доставка,"Назва (підказка)","Категорія (підказка)","Ціна (підказка)","Одиниці виміру продукту (підказка)","Статус продукту (підказка)","Опис (підказка)","Теги (підказка)","Варіанти оплати (підказка)","Доставка (підказка)","Зображення (підказка)","Ширина блоку категорії","Зображення для блоку категорії","Фонове зображення категорії","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни ""Від"""
1524,Сігалон,"Сир із вираженим і гострим смаком, сподобається любителям і гурманам. Добре витриманий кроттен, маринований в олії з провансальськими травами. Продається в банці 250 мл по 2 штуки.

– По Україні доставка Новою поштою при замовленні від 300 грн.

– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/sigalon/,http://nabazari.in.ua/wp-content/uploads/IMG_0203-1.jpg,Сігалон,"козячий сир, фермерський сир, Сігалон, козьий сыр, фермерский сыр","козячий сир, фермерський сир, Сігалон, козьий сыр, фермерский сыр",Сігалон,,,"Молоко &amp; КО>Сири",,,,,,publish,45,sigalon,,,0,0,0,open,closed,20160912,шт,,85,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1526,"Кроттен білий","Ніжний фермерський сир, білого або кремового кольору, з легкою білою пліснявою, вироблений за традиційною французькою технологією. Вживається як закуска, гарнір, на десерт, додається до  салатів та інших страв. Вага сиру : 50 г – 80 г залежно від витримки.

– По Україні доставка Новою поштою при замовленні від 300 грн.

– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/krotten-bilij/,http://nabazari.in.ua/wp-content/uploads/Krotten-bilyj-e1461962606692.jpg,"Кроттен білий","козячий сир, фермерський сир, кроттен, козьий сыр, фермерский сыр","козячий сир, фермерський сир, кроттен, козьий сыр, фермерский сыр","Кроттен білий",,,"Молоко &amp; КО>Сири",,,,,,publish,45,krotten-bilij,,,0,0,0,open,closed,20160912,шт,,35,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1528,"Бюш білий","Ніжний фермерський сир, натуральний, білого або кремового кольору, з легкою білою пліснявою, вироблений за традиційною французькою технологією. Вживається як закуска, гарнір, на десерт, додається до салатів та інших страв. Вага сиру : 170 г – 200 г залежно від витримки.

– По Україні доставка Новою поштою при замовленні від 300 грн.

– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/byush-bilij/,http://nabazari.in.ua/wp-content/uploads/IMG_0456.jpg,"Бюш білий","козячий сир, фермерський сир, бюш, козьий сыр, фермерский сыр","козячий сир, фермерський сир, бюш, козьий сыр, фермерский сыр","Бюш білий",,,"Молоко &amp; КО>Сири",,,,,,publish,45,byush-bilij,,,0,0,0,open,closed,20160912,кг,,380,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1530,Рікота,"Це молочний продукт, який виробляється з сироватки.

Рікота являється класичним інгрідієнтом в італійській кухні, але вона ще й добре відома в інших країнах під іншими назвами .

Легкий і нейтральний смак Рікоти дозволяє додати її до різноманітних страв, десертів, або вживати саму по собі на сніданок та перекус.

– По Україні доставка Новою поштою при замовленні від 300 грн.

– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/rikota/,http://nabazari.in.ua/wp-content/uploads/IMG_0207.jpg,Рікота,"рикота, сыр рикота, рікота, сир рікота","рикота, сыр рикота, рікота, сир рікота",Рікота,,,"Молоко &amp; КО>Сири",,,,,,publish,45,rikota,,,0,0,0,open,closed,20160912,кг,,160,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1532,Качокавалло,"Качокавалло (кулька вагою 0,5-1 кг). Витримка 6 місяців.",,20160607,recipe,http://nabazari.in.ua/product/kachokavallo/,http://nabazari.in.ua/wp-content/uploads/WP_20160212_22_10_02_Raw-1024x576.jpg,Качокавалло,Качокавалло,Качокавалло,Качокавалло,,,"Молоко &amp; КО>Сири",,,,,,publish,100,kachokavallo,,,0,0,0,open,closed,20170116,кг,,350,1,"готівкою|переказ на картку|","|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1534,"Кроттен екстра","Фермерський козиний сир, витриманий протягом кількох місяців. Тонка шкірка вкрита білою, рожевою або блакитною пліснявою, що іноді темнішає до коричневого кольору. Має білу і тверду масляну структуру та сильний і витончений смак, зовсім не схожий на білий кроттен. Найбільше смакуватиме гурманам.

– По Україні доставка Новою поштою при замовленні від 300 грн.

– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/krotten-ekstra/,http://nabazari.in.ua/wp-content/uploads/rysunok_2-2.jpg,"Кроттен екстра","козиний сир, козьий сыр","козиний сир, козьий сыр","Кроттен екстра",,,"Молоко &amp; КО>Сири",,,,,,publish,45,krotten-ekstra,,,0,0,0,open,closed,20160912,шт,,35,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1536,"Сир Дмитров'єн","Пресований сир з сирого козиного молока. Він уособлює все багатство та характер свого рідного краю, села Дмитровичі, де його виробляють, своїм ніжним смаком.

Тане в роті в молодому віці та сильно виражений – коли він зрілий, Дмитров”єн нагадує сири з Піренеїв.

Представлений у формі головок вагою від 700 гр до 1,2 кг, залежно від витримки.

– По Україні доставка Новою поштою при замовленні від 300 грн.
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/sir-dmitrovyen/,http://nabazari.in.ua/wp-content/uploads/IMG_0407.jpg,"Сир Дмитров'єн","козиний сир, козьий сыр","козиний сир, козьий сыр","Сир Дмитров'єн",,,"Молоко &amp; КО>Сири",,,,,,publish,45,sir-dmitrovyen,,,0,0,0,open,closed,20160912,кг,,440,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1538,"Сир десертний","Дуже свіжий сир, злегка віджатий. Ніжна гладенька структура, з легкою кислинкою. Вживається до сніданку, як легка закуска або десерт, в чистому вигляді або з варенням, свіжими фруктами, медом… Його також можна використовувати як основу різноманітних страв, як солених так і солодких. Розфасований по 250 г, 500 г.

– По Україні доставка Новою поштою при замовленні від 300 грн.
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/sir-desertnij/,http://nabazari.in.ua/wp-content/uploads/IMG_03081-e1461962466521.jpg,"Сир десертний","Сир десертний, козиний сир, козьий сыр, сыр десертный","Сир десертний, козиний сир, козьий сыр, сыр десертный","Сир десертний",,,"Молоко &amp; КО>Сири",,,,,,publish,45,sir-desertnij,,,0,0,0,open,closed,20160912,кг,,200,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1540,"Бюш в золі","Ніжний фермерський  сир, в золі, темно-сірого або світло-сірого кольору, зроблений за традиційною французькою технологією. Вживається як закуска, гарнір, на десерт, додається до салатів та інших страв. Вага сиру : 170 г – 200 г залежно від витримки.

– По Україні доставка Новою поштою при замовленні від 300 грн.
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка. При замовленні до 300 грн. – вартість доставки 30 грн.",,20160607,recipe,http://nabazari.in.ua/product/byush-v-zoli/,http://nabazari.in.ua/wp-content/uploads/Byush-bilyj.jpg,"Бюш в золі","сыр бюш, фермерский сыр, сир в золі, козиний сир в золі","сыр бюш, фермерский сыр, сир в золі, козиний сир в золі","Бюш в золі",,,"Молоко &amp; КО>Сири",,,,,,publish,45,byush-v-zoli,,,0,0,0,open,closed,20160912,шт,,80,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1543,"Медовий сулугуні","Медовий сулугуні, витриманий 3-6 місяців, залитий бджолиним воском.",,20160607,recipe,http://nabazari.in.ua/product/medovij-suluguni/,http://nabazari.in.ua/wp-content/uploads/medovyj-1024x576.jpg,"Медовий сулугуні","сулугуні, сулугуни, медовий сулугуні, медовый сулугуни","сулугуні, сулугуни, медовий сулугуні, медовый сулугуни","Медовий сулугуні",,,"Молоко &amp; КО>Сири",,,,,,publish,45,medovij-suluguni,,,0,0,0,open,closed,20160912,кг,,280,1,"переказ на картку","на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1545,"Адигейський сир з козячого молока","Адигейський сир – один з різновидів м’яких сирів, що відносяться до категорії «без дозрівання», ще їх називають «розсільні сири». Тобто готується сир протягом декількох годин і відразу ж стає придатним до вживання.",,20160607,recipe,http://nabazari.in.ua/product/adigejskij-sir-z-kozyachogo-moloka/,http://nabazari.in.ua/wp-content/uploads/image-4-1024x768.jpg,"Адигейський сир з козячого молока","Адигейський сир з козячого молока, адыгейский сыр, козьий сыр","Адигейський сир з козячого молока, адыгейский сыр, козьий сыр","Адигейський сир з козячого молока",,,"Молоко &amp; КО>Сири",,,,,,publish,93,adigejskij-sir-z-kozyachogo-moloka,,,0,0,0,open,closed,20160912,кг,,350,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Халлумі,"<em>Халлумі – це шаруватий білий сир з козячого молока з додаванням м’яти.</em>

Халлумі є багатим джерелом кальцію, рекомендований для дієтичного харчування, тому містить всього 10 % жиру, в ньому на 25 % менше холестерину, ніж, наприклад, в чеддер. Як смакові ароматичні нотки в нього додають кмин, червоний перець або сушену м’яту. М’ята не тільки підсилює смак, але і має природну антибактеріальну дію, що збільшує термін зберігання сиру.

Ніжно-пряний, зі своєрідним кисломолочним смаком, кіпрський сир любим усіма, хто його одного разу спробував. Халлумі можна смажити на сковороді, грилі, мангалі. Додавати в салати або їсти в свіжому вигляді.",,20160607,recipe,http://nabazari.in.ua/product/xallumi/,http://nabazari.in.ua/wp-content/uploads/12933059_988035374605716_2397071992551323185_n-e1463405936102.jpg,Халлумі-e1463405936102,"Халлумі, халуми, халлуми, халумі","Халлумі, халуми, халлуми, халумі",Халлумі,,,"Молоко &amp; КО>Сири",,,,,,publish,93,xallumi,,,0,0,0,open,closed,20160912,кг,,400,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1549,"Молодий козячий сир з волоським горіхом","Молодий сир з подрібненим волоським горіхом. Дуже приємний післясмак.",,20160607,recipe,http://nabazari.in.ua/product/molodij-kozyachij-sir-z-voloskim-gorixom/,http://nabazari.in.ua/wp-content/uploads/image-21-1024x768.jpg,"Молодий козячий сир з волоським горіхом","Молодий козячий сир з волоським горіхом, молодий сир, молодой сыр","Молодий козячий сир з волоським горіхом, молодий сир, молодой сыр","Молодий козячий сир з волоським горіхом",,,"Молоко &amp; КО>Сири",,,,,,publish,93,molodij-kozyachij-sir-z-voloskim-gorixom,,,0,0,0,open,closed,20160912,кг,,400,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1551,"Белпер Кноль","Сир Белпер Кноль. Це кульки сиру. Усередині часник із сіллю, зверху свіжомелена суміш перців. Дуже ароматний.",,20160607,recipe,http://nabazari.in.ua/product/belper-knol/,http://nabazari.in.ua/wp-content/uploads/image-3-e1463405991617-1024x1020.jpg,"Белпер Кноль","Белпер Кноль, сир, сыр, сыр с чесноком, сир з часником","Белпер Кноль, сир, сыр, сыр с чесноком, сир з часником","Белпер Кноль",,,"Молоко &amp; КО>Сири",,,,,,publish,93,belper-knol,,,0,0,0,open,closed,20160912,кг,,400,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1553,"Фета козяча в маслі з травами","<em>Фета приготовлена з козячого молока.</em> Дуже смачний і корисний сир, можна їсти так чи додавати в салати.

Приготовлена з молока, з додаванням часнику, трав, солі і масла.
Банки 0.5 л.",,20160607,recipe,http://nabazari.in.ua/product/feta-kozyacha-v-masli-z-travami/,http://nabazari.in.ua/wp-content/uploads/12919866_982828205126433_2685407825962520271_n-e1463404344842.jpg,"Фета козяча в маслі з травами","Фета козяча в маслі з травами, фета, фета в маслі, фета в масле","Фета козяча в маслі з травами, фета, фета в маслі, фета в масле","129Фета козяча в маслі з травами",,,"Молоко &amp; КО>Сири",,,,,,publish,93,feta-kozyacha-v-masli-z-travami,,,0,0,0,open,closed,20160912,шт,,180,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1555,"Бринза “Класична”","Сир – Бринза “Класична” – виготовлена  з коров’ячого молока, без додавання будь-яких спецій.",,20160607,recipe,http://nabazari.in.ua/product/brinza-klasichna/,http://nabazari.in.ua/wp-content/uploads/IMG_20160525_0947501-1024x768.jpg,"Бринза “Класична”","Бринза “Класична”, брынза, бринза","Бринза “Класична”, брынза, бринза","Бринза “Класична”",,,"Молоко &amp; КО>Сири",,,,,,publish,100,brinza-klasichna,,,0,0,0,open,closed,20170116,кг,,140,1,"готівкою|переказ на картку|накладений платіж","|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1557,"Бринза “Австрійська”","Сир – Бринза “Пряна” – виготовлена з коров’ячого молока  з додаванням базиліку і ратунди різаної.",,20160607,recipe,http://nabazari.in.ua/product/brinza-pryana/,http://nabazari.in.ua/wp-content/uploads/IMG_20160525_0949511-1024x768.jpg,"Бринза “Пряна”","Бринза “Пряна”, брынза, бринза","Бринза “Пряна”, брынза, бринза","Бринза “Пряна""",,,"Молоко &amp; КО>Сири",,,,,,publish,100,brinza-pryana,,,0,0,0,open,closed,20170116,кг,,180,1,"готівкою|переказ на картку|накладений платіж","|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1559,"Бринза “Гірчична”","Сир – Бринза “Гірчична” – виготовлена з коров’ячого молока. Додавання куркуми надає сиру красивого, насичиного жовтого кольору, а смак підкреслюють зерна гірчиці білої, чорної, і коріандру.",,20160607,recipe,http://nabazari.in.ua/product/brinza-girchichna/,http://nabazari.in.ua/wp-content/uploads/IMG_20160525_0948311-1024x768.jpg,"Бринза “Гірчична""","Бринза “Гірчична”, брынза, бринза","Бринза “Гірчична”, брынза, бринза","Бринза “Гірчична”",,,"Молоко &amp; КО>Сири",,,,,,publish,100,brinza-girchichna,,,0,0,0,open,closed,20170116,кг,,180,1,"готівкою|переказ на картку|накладений платіж","|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1561,"Бринза “Гостра”","Сир – Бринза “Гостра” – виготовлена з коров’ячого молока. Додавання паприки меленої надає сиру ніжного розового забарвлення. Смак сиру підкреслює гострий каєнський перець, сушені томати і паприка різана.",,20160607,recipe,http://nabazari.in.ua/product/brinza-gostra/,http://nabazari.in.ua/wp-content/uploads/IMG_20160525_0949061-1024x768.jpg,"Бринза “Гостра”","Бринза “Гостра”, брынза, бринза","Бринза “Гостра”, брынза, бринза","Бринза “Гостра”",,,"Молоко &amp; КО>Сири",,,,,,publish,100,brinza-gostra,,,0,0,0,open,closed,20170116,кг,,180,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1563,"Бринза “Горіхова”","Сир – Бринза “Горіхова” – виготовлена з коров’ячого молока. З додаванням волоського горіху, що надає сиру ззовні фіолетового забарвлення, а в середині ніжно-кремового відтінку.  Завдяки горіху найкраще смакує до будь-якого салату.",,20160607,recipe,http://nabazari.in.ua/product/brinza-gorixova/,http://nabazari.in.ua/wp-content/uploads/IMG_20160525_0947291-1024x768.jpg,"Бринза “Горіхова”","Бринза “Горіхова”, брынза, бринза","Бринза “Горіхова”, брынза, бринза","Бринза “Горіхова”",,,"Молоко &amp; КО>Сири",,,,,,publish,100,brinza-gorixova,,,0,0,0,open,closed,20170116,кг,,180,1,"готівкою|переказ на картку|накладений платіж","|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1565,"Грецький йогурт / Йогуртовий сир","Йогуртовий сир дуже популярний у всьому світі завдяки своїй універсальності. Його не яскравий смак поєднується з багатьма різними продуктами, а приємна м’яка текстура не залишить вас байдужими.

Грецький йогурт або йогуртний сир замінить сметану і майонез в приготуванні салатів з овочів, фруктів, а також різних блюд. За консистенсією схожий на сир Філадельфія, при цьому відсоток жирності не більше 10%. Такий сир просто незамінний при приготуванні всіма обожнюваного чізкейка.

Склад: цільне коров’яче молоко, цільне козине молоко, закваска чистих культур молочнокислих бактерій, соль.

Доставка в Білу Церкву по суботам.

Доставка в Київ за домовленістю.",,20160607,recipe,http://nabazari.in.ua/product/greckij-jogurt-jogurtovij-sir/,http://nabazari.in.ua/wp-content/uploads/IMG_3541-e1461660888724.jpg,"Грецький йогурт / Йогуртовий сир","Грецький йогурт, Йогуртовий сир, грецкий йогурт, йогуртовый сыр","Грецький йогурт, Йогуртовий сир, грецкий йогурт, йогуртовый сыр","Грецький йогурт / Йогуртовий сир",,,"Молоко &amp; КО>Кисломолочна продукція",,,,,,publish,48,greckij-jogurt-jogurtovij-sir,,,0,0,0,open,closed,20160912,шт,,39,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1567,"Йогурт козиний малиновий","Йогурт з козячого молока не тільки смачний, але й може похвалитися лікувальними властивостями. Такий йогурт можуть спокійно пити люди з алергією на коров’яче молоко і супутні продукти. Також йогурт з молока кіз набагато крисніший, тому що продукти на основі козиного молока, як і саме молоко, набагато легше завоюються в порівнянні з продуктами з коров’ячого молока.

Йогурт от “Лісової ферми” приготований з молока кіз, що живуть в чистій сільській місцевості, які мають можливість вільно прогулюватися на свіжому повітрі і харчуватися якісним натуральним кормом. Відповідно продукти з молока таких кіз мають не тільки винятковий смак, але і в повній мірі наділені всіма корисними властивостями. Такий йогурт буде корисний для дітей та дорослих, він справжній, натуральний, на відміну від йогуртів з супермаркетів.

Живий козиний йогурт дуже добре поєднується зі свіжими фруктами, злаками і ягодами. Такий корисний сніданок зарядить вас енергією на весь день.

Склад: козине молоко цільне, закваска чистих культур молочнокислих бактерій, малина перетерта з цукром.

Доставка в Білу Церкву по суботам.

Доставка в Київ за домовленістю.",,20160607,recipe,http://nabazari.in.ua/product/jogurt-kozinij-malinovij/,http://nabazari.in.ua/wp-content/uploads/koziy-yogurt-s-malinoy-e1461661921638.jpg,"Йогурт козиний малиновий","Йогурт козиний малиновий, козьий йогурт","Йогурт козиний малиновий, козьий йогурт","Йогурт козиний малиновий",,,"Молоко &amp; КО>Кисломолочна продукція",,,,,,publish,48,jogurt-kozinij-malinovij,,,0,0,0,open,closed,20160912,шт,,29,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1569,"Йогурт козиний класичний","Йогурт з козячого молока не тільки смачний, але й може похвалитися лікувальними властивостями. Такий йогурт можуть спокійно пити люди з алергією на коров’яче молоко і супутні продукти. Також йогурт з молока кіз набагато крисніший, тому що продукти на основі козиного молока, як і саме молоко, набагато легше завоюються в порівнянні з продуктами з коров’ячого молока.

Йогурт від “Лісової ферми” приготований з молока кіз, що живуть в чистій сільській місцевості, які мають можливість вільно прогулюватися на свіжому повітрі і харчуватися якісним натуральним кормом. Відповідно продукти з молока таких кіз мають не тільки винятковий смак, але і в повній мірі наділені всіма корисними властивостями. Такий йогурт буде корисний для дітей та дорослих, він справжній, натуральний, на відміну від йогуртів з супермаркетів.

Живий козиний йогурт дуже добре поєднується зі свіжими фруктами, злаками і ягодами. Такий корисний сніданок зарядить вас енергією на весь день. Його можна додавати до фруктових салатів і подавати до млинців замість сметани.

Склад: козине молоко цільне, закваска чистих культур молочнокислих бактерій.

Доставка в Білу Церкву по суботам.

Доставка по Києву за домовленістю.",,20160607,recipe,http://nabazari.in.ua/product/jogurt-kozinij-klasichnij/,http://nabazari.in.ua/wp-content/uploads/koziy-yogurt-naturalyniy-e1461662200448.jpg,"Йогурт козиний класичний","Йогурт козиний класичний, йогурт козиний, козьий йогурт","Йогурт козиний класичний, йогурт козиний, козьий йогурт","Йогурт козиний класичний",,,"Молоко &amp; КО>Кисломолочна продукція",,,,,,publish,48,jogurt-kozinij-klasichnij,,,0,0,0,open,closed,20160912,шт,,24,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1571,"Домашній сир","Домашній натуральний сир від своєї корови.",,20160607,recipe,http://nabazari.in.ua/product/domashnij-sir/,http://nabazari.in.ua/wp-content/uploads/tvorog.jpg,"Домашній сир","творог, домашній сир, м'який сир, сыр домашний","творог, домашній сир, м'який сир, сыр домашний","Домашній сир",,,"Молоко &amp; КО>Кисломолочна продукція",,,,,,publish,61,domashnij-sir,,,0,0,0,open,closed,20160912,кг,,40,1,готівкою,самовивіз|кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1573,"Творог обезжирений з козиного молока","Свіжий, робимо під замовлення.",,20160607,recipe,http://nabazari.in.ua/product/tvorog-obezzhirenij-z-kozinogo-moloka/,http://nabazari.in.ua/wp-content/uploads/cottage-cheese-from-goats-milk-ancient-recipe.jpg,"Творог обезжирений з козиного молока","Творог з козиного молока, козиний сир нежирний, козий сыр нежырный, нежирний","Творог з козиного молока, козиний сир нежирний, козий сыр нежырный, нежирний","Творог обезжирений з козиного молока",,,"Молоко &amp; КО>Кисломолочна продукція",,,,,,publish,93,tvorog-obezzhirenij-z-kozinogo-moloka,,,0,0,0,open,closed,20160912,кг,,150,2,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1575,"Козиний сир жирний","Завжди свіжий, робимо тільки на замовлення.",,20160607,recipe,http://nabazari.in.ua/product/kozinij-sir-zhirnij/,http://nabazari.in.ua/wp-content/uploads/tvorog_9-1448903904-146-e.jpg,"Козиний сир жирний","Козиний сир, Козиний сир жирний, козий сыр, жырный козий сыр","Козиний сир, Козиний сир жирний, козий сыр, жырный козий сыр","Козиний сир жирний",,,"Молоко &amp; КО>Кисломолочна продукція",,,,,,publish,93,kozinij-sir-zhirnij,,,0,0,0,open,closed,20160912,кг,,180,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1577,"Яйця домашні курячі","Пропонуємо тільки <strong>найсвіжіші домашні курячі яйця</strong>.",,20160607,recipe,http://nabazari.in.ua/product/yajcya-domashni-kuryachi/,http://nabazari.in.ua/wp-content/uploads/CIMG7855-1024x768.jpg,"Яйця домашні курячі","Яйця домашні курячі","Яйця домашні курячі","Яйця домашні курячі",,,"Молоко &amp; КО>Яйця",,,,,,publish,24,yajcya-domashni-kuryachi,,,0,0,0,open,closed,20160912,шт,,"2,2",2,готівкою,самовивіз,,,,,,,,,,,,,,,,,,,,,,,,,
1579,"Яйце перепелине","Продам перепелине яйце, отримане на домашній мініфермі при використанні натуральних кормів.
13 грн.-20 шт.

Розгляну пропозиції на постійній основі (можливі знижки).

Можлива доставка.",,20160607,recipe,http://nabazari.in.ua/product/yajce-perepeline/,http://nabazari.in.ua/wp-content/uploads/perepelinye-jajca.jpg,"Яйце перепелине","Яйце перепелине, перепелині яйця, перепелиные яйца, перепелиное яйцо","Яйце перепелине, перепелині яйця, перепелиные яйца, перепелиное яйцо","Яйце перепелине",,,"Молоко &amp; КО>Яйця",,,,,,publish,67,yajce-perepeline,,,0,0,0,open,closed,20160912,шт,,"0,65",1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1581,"Яйця домашні","Продаю свіжі домашні яйця.

Якщо брати яйця від 30 штук, то ціна- 1,80 грн.",,20160607,recipe,http://nabazari.in.ua/product/yajcya-domashni/,http://nabazari.in.ua/wp-content/uploads/IMG_3450x.jpg,"Яйця домашні","Яйця домашні, домашние яйца, яйца","Яйця домашні, домашние яйца, яйца","Яйця домашні",,,"Молоко &amp; КО>Яйця",,,,,,publish,62,yajcya-domashni,,,0,0,0,open,closed,20170116,шт,,2,1,готівкою||,самовивіз||,,,,,,,,,,,,,,,,,,,,,,,,,
1583,"Домашні яйця","Домашні яйця",,20160607,recipe,http://nabazari.in.ua/product/domashni-yajcya/,http://nabazari.in.ua/wp-content/uploads/yajtso.jpg,yajtso,,,,,,"Молоко &amp; КО>Яйця",,,,,,publish,61,domashni-yajcya,,,0,0,0,open,closed,20160911,шт,,"1,8",1,готівкою,самовивіз|кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1585,"Домашні курячі свіжі яйця","Домашні курячі свіжі яйця",,20160607,recipe,http://nabazari.in.ua/product/domashni-kuryachi-svizhi-yajcya/,http://nabazari.in.ua/wp-content/uploads/IMG_20150315_202449-e1462645640601-969x1024.jpg,"Домашні курячі свіжі яйця","Домашні курячі свіжі яйця","Домашні курячі свіжі яйця","Домашні курячі свіжі яйця",,,"Молоко &amp; КО>Яйця",,,,,,publish,72,domashni-kuryachi-svizhi-yajcya,,,0,0,0,open,closed,20160911,шт,,2.5,1,готівкою,самовивіз,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Яйця курячі домашні","Яйця від домашніх курочок. Здорові та щасливі курочки, які вільно пасуться на подвір’ї, цілий день знаходяться на сонечку та мають свого охоронця в обличчі півника)",,20160607,recipe,http://nabazari.in.ua/product/yajcya-kuryachi-domashni/,http://nabazari.in.ua/wp-content/uploads/307686816_1_261x203_inkubatsionnye-kurinye-yaytsa-pereschepino.jpg,"Яйця курячі домашні-kurinye-yaytsa-pereschepino","Яйця курячі домашні, домашние яйца","Яйця курячі домашні, домашние яйца","Яйця курячі домашні",,,"Молоко &amp; КО>Яйця",,,,,,publish,85,yajcya-kuryachi-domashni,,,0,0,0,open,closed,20160911,шт,,2.5,1,"готівкою|переказ на картку",самовивіз|кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
